ORIENT,DESCRIBE,SYNTHESIZE,HYPO,TEST,JUDGE,PLAN,MONITOR,RULE,n_sentences,completed,transition_entropy
0.012345679012345678,0.06584362139917696,0.07407407407407407,0.23868312757201646,0.40329218106995884,0.12345679012345678,0.0411522633744856,0.0411522633744856,0.0,243,False,1.743119917898786
