ORIENT,DESCRIBE,SYNTHESIZE,HYPO,TEST,JUDGE,PLAN,MONITOR,RULE,n_sentences,completed,transition_entropy
0.027586206896551724,0.1103448275862069,0.15862068965517243,0.09655172413793103,0.3586206896551724,0.08275862068965517,0.1103448275862069,0.020689655172413793,0.034482758620689655,145,True,1.9228036484016169
