condition,category,direction,alpha,label,on_target,n_pairs,mean_baseline,mean_steered,shift,cohen_d,wilcoxon_stat,p_raw,p_bonf,significant_005
MONITOR_neg_1.0,MONITOR,neg,1.0,HYPO,False,40,0.1394172935506663,0.17275852934477756,0.03334123579411129,0.33517029881988125,270.0,0.060269491961662425,,False
MONITOR_neg_1.0,MONITOR,neg,1.0,TEST,False,40,0.5393414186480165,0.4599929427807442,-0.07934847586727227,-0.4643133215231896,207.0,0.005576999594268273,,False
MONITOR_neg_1.0,MONITOR,neg,1.0,JUDGE,False,40,0.09112046046668851,0.09389069371701322,0.002770233250324705,0.042940892780969374,360.0,0.8789709138832357,,False
MONITOR_neg_1.0,MONITOR,neg,1.0,PLAN,False,40,0.04151262582401535,0.0709156700137081,0.029403044189692758,0.4882063701907851,237.0,0.019245540157498908,,False
MONITOR_neg_1.0,MONITOR,neg,1.0,MONITOR,True,40,0.02194271932550454,0.021841207429281355,-0.0001015118962231814,-0.0028478079285075633,305.0,0.1617874718067469,1.0,False
MONITOR_neg_1.0,MONITOR,neg,1.0,RULE,False,40,0.007240970001723958,0.021135571865316873,0.013894601863592915,0.545288666542242,139.0,0.003942462507876212,,False
PLAN_pos_0.5,PLAN,pos,0.5,ORIENT,False,40,0.01855043425641561,0.013082939423692425,-0.005467494832723183,-0.31023783275589245,281.0,0.08415465162215696,,False
PLAN_pos_0.5,PLAN,pos,0.5,DESCRIBE,False,40,0.12017275708819927,0.12297943984490249,0.0028066827567032188,0.01577148626212177,409.0,0.9946976143110078,,False
PLAN_pos_0.5,PLAN,pos,0.5,SYNTHESIZE,False,40,0.020701320838769598,0.020552917709381863,-0.00014840312938773845,-0.0030020605650397368,330.0,0.9624082426994515,,False
PLAN_pos_0.5,PLAN,pos,0.5,HYPO,False,40,0.1394172935506663,0.13870435591936414,-0.0007129376313021226,-0.011419144109952196,396.0,0.8575823361643415,,False
PLAN_pos_0.5,PLAN,pos,0.5,TEST,False,40,0.5393414186480165,0.5230137385527845,-0.016327680095232146,-0.0870686800812612,398.0,0.8785070700851065,,False
PLAN_pos_0.5,PLAN,pos,0.5,JUDGE,False,40,0.09112046046668851,0.08719316117139428,-0.003927299295294231,-0.08197056468059881,397.0,0.8680334030395898,,False
PLAN_pos_0.5,PLAN,pos,0.5,PLAN,True,40,0.04151262582401535,0.062477099038104146,0.020964473214088793,0.3477065027826196,285.0,0.09449897358172166,1.0,False
PLAN_pos_0.5,PLAN,pos,0.5,MONITOR,False,40,0.02194271932550454,0.025829902330139043,0.003887183004634502,0.16741759591293606,336.0,0.32689447529082827,,False
PLAN_pos_0.5,PLAN,pos,0.5,RULE,False,40,0.007240970001723958,0.006166446010236853,-0.0010745239914871046,-0.07745447495472094,160.0,0.3274953931671095,,False
PLAN_pos_1.0,PLAN,pos,1.0,ORIENT,False,40,0.01855043425641561,0.01108530171487437,-0.007465132541541237,-0.3733304889152844,242.0,0.023206125308206538,,False
PLAN_pos_1.0,PLAN,pos,1.0,DESCRIBE,False,40,0.12017275708819927,0.08319864813311376,-0.036974108955085516,-0.21909232551350385,366.0,0.5626676823321759,,False
PLAN_pos_1.0,PLAN,pos,1.0,SYNTHESIZE,False,40,0.020701320838769598,0.014670161224705085,-0.006031159614064511,-0.15069914874260465,330.0,0.9624076632103934,,False
PLAN_pos_1.0,PLAN,pos,1.0,HYPO,False,40,0.1394172935506663,0.18091737206243744,0.041500078511771156,0.5547511823310495,180.0,0.001517616927230847,,False
PLAN_pos_1.0,PLAN,pos,1.0,TEST,False,40,0.5393414186480165,0.5318789709523728,-0.0074624476956436595,-0.043350927109954945,328.0,0.2765956516359438,,False
PLAN_pos_1.0,PLAN,pos,1.0,JUDGE,False,40,0.09112046046668851,0.10314412472244391,0.01202366425575541,0.22242314476792696,322.0,0.2424468300960143,,False
PLAN_pos_1.0,PLAN,pos,1.0,PLAN,True,40,0.04151262582401535,0.05065546760535784,0.009142841781342483,0.2697373214777485,283.0,0.08920892782589362,1.0,False
PLAN_pos_1.0,PLAN,pos,1.0,MONITOR,False,40,0.02194271932550454,0.020906496807616384,-0.0010362225178881552,-0.049316881527687643,378.0,0.6752568088832049,,False
PLAN_pos_1.0,PLAN,pos,1.0,RULE,False,40,0.007240970001723958,0.0035434567770779996,-0.0036975132246459576,-0.3103887544683302,142.0,0.10256331911359984,,False
PLAN_neg_0.5,PLAN,neg,0.5,ORIENT,False,40,0.01855043425641561,0.015501673532075017,-0.003048760724340593,-0.16507354137730107,349.0,0.42021225081225566,,False
PLAN_neg_0.5,PLAN,neg,0.5,DESCRIBE,False,40,0.12017275708819927,0.12045396668536035,0.0002812095971610834,0.0014534249045320851,354.0,0.45981367328386114,,False
PLAN_neg_0.5,PLAN,neg,0.5,SYNTHESIZE,False,40,0.020701320838769598,0.01088156071219815,-0.009819760126571448,-0.2987170358320656,183.0,0.20274301595257616,,False
PLAN_neg_0.5,PLAN,neg,0.5,HYPO,False,40,0.1394172935506663,0.14078356911463943,0.0013662755639731647,0.021941069365825773,409.0,0.9946976143110078,,False
PLAN_neg_0.5,PLAN,neg,0.5,TEST,False,40,0.5393414186480165,0.5279438428305138,-0.011397575817502855,-0.057832456605684195,331.0,0.410311900132763,,False
PLAN_neg_0.5,PLAN,neg,0.5,JUDGE,False,40,0.09112046046668851,0.08439145304051279,-0.0067290074261757244,-0.14059150439062063,348.0,0.4125340336249792,,False
PLAN_neg_0.5,PLAN,neg,0.5,PLAN,True,40,0.04151262582401535,0.051914801047189416,0.010402175223174067,0.28628224971925875,307.0,0.17008811905543553,1.0,False
PLAN_neg_0.5,PLAN,neg,0.5,MONITOR,False,40,0.02194271932550454,0.0411788399488367,0.01923612062333216,0.6732410678297116,132.0,0.0003177408881417711,,False
PLAN_neg_0.5,PLAN,neg,0.5,RULE,False,40,0.007240970001723958,0.0069502930886740895,-0.00029067691304986707,-0.023587254060486673,223.0,0.8450763796366518,,False
PLAN_neg_1.0,PLAN,neg,1.0,ORIENT,False,40,0.01855043425641561,0.01424582277384365,-0.004304611482571957,-0.20102880840572104,312.0,0.19219595044887683,,False
PLAN_neg_1.0,PLAN,neg,1.0,DESCRIBE,False,40,0.12017275708819927,0.05805133924599234,-0.06212141784220695,-0.4426331204717999,209.0,0.006096451763369259,,False
PLAN_neg_1.0,PLAN,neg,1.0,SYNTHESIZE,False,40,0.020701320838769598,0.0072263261184191295,-0.013474994720350469,-0.4237575145412298,161.0,0.019610548081165118,,False
PLAN_neg_1.0,PLAN,neg,1.0,HYPO,False,40,0.1394172935506663,0.18103164049881176,0.0416143469481455,0.6352308547462917,155.0,0.0003790976079471875,,False
PLAN_neg_1.0,PLAN,neg,1.0,TEST,False,40,0.5393414186480165,0.5326823658439015,-0.006659052804115166,-0.04330231042974083,343.0,0.3753805605592788,,False
PLAN_neg_1.0,PLAN,neg,1.0,JUDGE,False,40,0.09112046046668851,0.10597412637577622,0.014853665909087686,0.32542610047246434,260.0,0.06965467718486189,,False
PLAN_neg_1.0,PLAN,neg,1.0,PLAN,True,40,0.04151262582401535,0.036665147479101615,-0.004847478344913735,-0.1627307871705998,329.0,0.2825841121848498,1.0,False
PLAN_neg_1.0,PLAN,neg,1.0,MONITOR,False,40,0.02194271932550454,0.05397785850000604,0.032035139174501494,0.8137076398532553,73.0,7.137441571103409e-07,,False
PLAN_neg_1.0,PLAN,neg,1.0,RULE,False,40,0.007240970001723958,0.010145373164147592,0.002904403162423635,0.15076833615137855,189.0,0.7498782331919757,,False
