category,condition,signed_alpha,target_prop,seed
JUDGE,baseline,0.0,0.1265822784810126,1808
JUDGE,baseline,0.0,0.1319148936170212,1809
JUDGE,baseline,0.0,0.08,1810
JUDGE,baseline,0.0,0.108433734939759,2801
JUDGE,baseline,0.0,0.064516129032258,2802
JUDGE,baseline,0.0,0.1061224489795918,2803
JUDGE,baseline,0.0,0.150375939849624,2804
JUDGE,baseline,0.0,0.0560747663551401,2805
JUDGE,baseline,0.0,0.1666666666666666,2806
JUDGE,baseline,0.0,0.0695187165775401,2807
JUDGE,baseline,0.0,0.1346153846153846,2808
JUDGE,baseline,0.0,0.0935672514619883,2809
JUDGE,baseline,0.0,0.0505050505050505,2810
JUDGE,baseline,0.0,0.0622406639004149,3801
JUDGE,baseline,0.0,0.1153846153846153,3802
JUDGE,baseline,0.0,0.0419847328244274,3803
JUDGE,baseline,0.0,0.1264822134387351,3804
JUDGE,baseline,0.0,0.102880658436214,3805
JUDGE,baseline,0.0,0.0798319327731092,3806
JUDGE,baseline,0.0,0.0714285714285714,3807
JUDGE,baseline,0.0,0.0978260869565217,3808
JUDGE,baseline,0.0,0.0392156862745098,3809
JUDGE,baseline,0.0,0.105726872246696,3810
JUDGE,baseline,0.0,0.0961538461538461,4801
JUDGE,baseline,0.0,0.0888888888888888,4802
JUDGE,baseline,0.0,0.0138888888888888,4803
JUDGE,baseline,0.0,0.0975609756097561,4804
JUDGE,baseline,0.0,0.0984126984126984,4805
JUDGE,baseline,0.0,0.0629629629629629,4806
JUDGE,baseline,0.0,0.0845771144278607,4807
JUDGE,baseline,0.0,0.1768115942028985,4808
JUDGE,baseline,0.0,0.0572687224669603,4809
JUDGE,baseline,0.0,0.1153846153846153,4810
JUDGE,JUDGE_pos_0.5,0.5,0.1953125,1801
JUDGE,JUDGE_pos_0.5,0.5,0.1024734982332155,1802
JUDGE,JUDGE_pos_0.5,0.5,0.0857142857142857,1803
JUDGE,JUDGE_pos_0.5,0.5,0.101010101010101,1804
JUDGE,JUDGE_pos_0.5,0.5,0.0952380952380952,1805
JUDGE,JUDGE_pos_0.5,0.5,0.0857142857142857,1806
JUDGE,JUDGE_pos_0.5,0.5,0.1117318435754189,1807
JUDGE,JUDGE_pos_0.5,0.5,0.0638297872340425,1808
JUDGE,JUDGE_pos_0.5,0.5,0.1068702290076335,1809
JUDGE,JUDGE_pos_0.5,0.5,0.0470588235294117,1810
JUDGE,JUDGE_pos_0.5,0.5,0.1037344398340249,2801
JUDGE,JUDGE_pos_0.5,0.5,0.1414790996784566,2802
JUDGE,JUDGE_pos_0.5,0.5,0.0816326530612244,2803
JUDGE,JUDGE_pos_0.5,0.5,0.1257485029940119,2804
JUDGE,JUDGE_pos_0.5,0.5,0.0839694656488549,2805
JUDGE,JUDGE_pos_0.5,0.5,0.1469648562300319,2806
JUDGE,JUDGE_pos_0.5,0.5,0.1156716417910447,2807
JUDGE,JUDGE_pos_0.5,0.5,0.06,2808
