ORIENT,DESCRIBE,SYNTHESIZE,HYPO,TEST,JUDGE,PLAN,MONITOR,RULE,n_sentences,completed,transition_entropy
0.011363636363636364,0.10227272727272728,0.06439393939393939,0.11363636363636363,0.5227272727272727,0.07954545454545454,0.041666666666666664,0.056818181818181816,0.007575757575757576,264,True,1.5237201105186926
